"rs_id","title","source","rs_link","abreviation","ro_source","decision_date","history_link","pdf_in_force","pdf_entry_in_force","n_full_text_pdf","n_modifications","admin_id","pdf_in_force2","page_length","entry_in_force","international"
"142.318.1","Ordonnance du 4 septembre 2013 sur la réalisation de phases de test relatives aux mesures d’accélération dans le domaine de l’asile (Ordonnance sur les phases de test, OTest)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20131360/index.html","OTest","RO 2013 3075","2013-09-04","/opc/fr/classified-compilation/20131360/history.html","201703010000/142.318.1.pdf","2017-03-01",5,4,20131360,"https://www.admin.ch/opc/fr/classified-compilation/20131360/201703010000/142.318.1.pdf",14,"2013-10-01",0
"142.51","Loi fédérale du 20 juin 2003 sur le système d’information commun aux domaines des étrangers et de l’asile (LDEA)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20020693/index.html","LDEA","RO 2006 1931","2003-06-20","/opc/fr/classified-compilation/20020693/history.html","201709010000/142.51.pdf","2017-09-01",10,14,20020693,"https://www.admin.ch/opc/fr/classified-compilation/20020693/201709010000/142.51.pdf",16,"2006-05-29",0
"142.512","Ordonnance du 18 décembre 2013 sur le système central d’information sur les visas et sur le système national d’information sur les visas (Ordonnance VIS, OVIS)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20130986/index.html","OVIS","RO 2014 3","2013-12-18","/opc/fr/classified-compilation/20130986/history.html","201705010000/142.512.pdf","2017-05-01",4,3,20130986,"https://www.admin.ch/opc/fr/classified-compilation/20130986/201705010000/142.512.pdf",36,"2014-01-20",0
"142.513","Ordonnance du 12 avril 2006 sur le système d’information central sur la migration (Ordonnance SYMIC)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20050566/index.html","NA","RO 2006 1945","2006-04-12","/opc/fr/classified-compilation/20050566/history.html","201704150000/142.513.pdf","2017-04-15",17,22,20050566,"https://www.admin.ch/opc/fr/classified-compilation/20050566/201704150000/142.513.pdf",44,"2006-05-29",0
"143.1","Loi fédérale du 22 juin 2001 sur les documents d’identité des ressortissants suisses (Loi sur les documents d’identité, LDI)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/19994375/index.html","LDI","RO 2002 3061","2001-06-22","/opc/fr/classified-compilation/19994375/history.html","201301010000/143.1.pdf","2013-01-01",5,5,19994375,"https://www.admin.ch/opc/fr/classified-compilation/19994375/201301010000/143.1.pdf",12,"2002-10-01",0
"143.11","Ordonnance du 20 septembre 2002 sur les documents d’identité des ressortissants suisses (Ordonnance sur les documents d’identité, OLDI)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20010786/index.html","OLDI","RO 2002 3151","2002-09-20","/opc/fr/classified-compilation/20010786/history.html","201511010000/143.11.pdf","2015-11-01",7,8,20010786,"https://www.admin.ch/opc/fr/classified-compilation/20010786/201511010000/143.11.pdf",30,"2002-10-01",0
"143.111","Ordonnance du DFJP du 16 février 2010 sur les documents d’identité des ressortissants suisses","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20092157/index.html","NA","RO 2010 607","2010-02-16","/opc/fr/classified-compilation/20092157/history.html","201412310000/143.111.pdf","2014-12-31",3,2,20092157,"https://www.admin.ch/opc/fr/classified-compilation/20092157/201412310000/143.111.pdf",14,"2010-03-01",0
"143.116","Ordonnance du DFAE du 13 novembre 2002 concernant l’ordonnance sur les documents d’identité des ressortissants suisses (OOLDI)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20022375/index.html","OOLDI","RO 2002 4133","2002-11-13","/opc/fr/classified-compilation/20022375/history.html","201203010000/143.116.pdf","2012-03-01",2,2,20022375,"https://www.admin.ch/opc/fr/classified-compilation/20022375/201203010000/143.116.pdf",11,"2003-01-01",0
"143.13","Ordonnance du 21 octobre 2009 relative à l’introduction du passeport 2010","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20092476/index.html","NA","RO 2009 5553","2009-10-21","/opc/fr/classified-compilation/20092476/history.html","201002010000/143.13.pdf","2010-02-01",1,0,20092476,"https://www.admin.ch/opc/fr/classified-compilation/20092476/201002010000/143.13.pdf",2,"2010-02-01",0
"143.21","Ordonnance du 20 décembre 2000 relative à l’introduction du passeport 2003","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/19994260/index.html","NA","RO 2001 187","2000-12-20","/opc/fr/classified-compilation/19994260/history.html","200303100000/143.21.pdf","2003-03-10",2,1,19994260,"https://www.admin.ch/opc/fr/classified-compilation/19994260/200303100000/143.21.pdf",2,"2003-01-01",0
"143.5","Ordonnance du 14 novembre 2012 sur l’établissement de documents de voyage pour étrangers (ODV)","/opc/fr/classified-compilation/14.html","/opc/fr/classified-compilation/20121548/index.html","ODV","RO 2012 6049","2012-11-14","/opc/fr/classified-compilation/20121548/history.html","201703010000/143.5.pdf","2017-03-01",4,3,20121548,"https://www.admin.ch/opc/fr/classified-compilation/20121548/201703010000/143.5.pdf",18,"2012-12-01",0
"150.1","Loi fédérale du 20 mars 2009 sur la Commission de prévention de la torture","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20092626/index.html","NA","RO 2009 5445","2009-03-20","/opc/fr/classified-compilation/20092626/history.html","201001010000/150.1.pdf","2010-01-01",1,0,20092626,"https://www.admin.ch/opc/fr/classified-compilation/20092626/201001010000/150.1.pdf",4,"2010-01-01",0
"150.2","Loi fédérale du 18 décembre 2015 relative à la Convention internationale pour la protection de toutes les personnes contre les disparitions forcées","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20131495/index.html","NA","RO 2016 4499","2015-12-18","/opc/fr/classified-compilation/20131495/history.html","201701010000/150.2.pdf","2017-01-01",1,0,20131495,"https://www.admin.ch/opc/fr/classified-compilation/20131495/201701010000/150.2.pdf",4,"2017-01-01",0
"150.21","Ordonnance du 2 novembre 2016 concernant la loi fédérale relative à la convention internationale pour la protection de toutes les personnes contre les disparitions forcées","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20161343/index.html","NA","RO 2016 4503","2016-11-02","/opc/fr/classified-compilation/20161343/history.html","201701010000/150.21.pdf","2017-01-01",1,0,20161343,"https://www.admin.ch/opc/fr/classified-compilation/20161343/201701010000/150.21.pdf",4,"2017-01-01",0
"151.1","Loi fédérale du 24 mars 1995 sur l’égalité entre femmes et hommes (Loi sur l’égalité, LEg)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/19950082/index.html","LEg","RO 1996 1498","1995-03-24","/opc/fr/classified-compilation/19950082/history.html","201701010000/151.1.pdf","2017-01-01",4,4,19950082,"https://www.admin.ch/opc/fr/classified-compilation/19950082/201701010000/151.1.pdf",8,"1996-07-01",0
"151.15","Ordonnance du 22 mai 1996 relative aux aides financières prévues par la loi fédérale sur l’égalité entre femmes et hommes","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/19960234/index.html","NA","RO 1996 1506","1996-05-22","/opc/fr/classified-compilation/19960234/history.html","199901010000/151.15.pdf","1999-01-01",1,1,19960234,"https://www.admin.ch/opc/fr/classified-compilation/19960234/199901010000/151.15.pdf",4,"1996-07-01",0
"151.21","Ordonnance du 14 octobre 2009 sur les projets en faveur des droits de l’homme et de la lutte contre le racisme","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20092025/index.html","NA","RO 2009 5327","2009-10-14","/opc/fr/classified-compilation/20092025/history.html","201301010000/151.21.pdf","2013-01-01",2,1,20092025,"https://www.admin.ch/opc/fr/classified-compilation/20092025/201301010000/151.21.pdf",4,"2010-01-01",0
"151.3","Loi fédérale du 13 décembre 2002 sur l’élimination des inégalités frappant les personnes handicapées (Loi sur l’égalité pour les handicapés, LHand)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20002658/index.html","LHand","RO 2003 4487","2002-12-13","/opc/fr/classified-compilation/20002658/history.html","201701010000/151.3.pdf","2017-01-01",6,4,20002658,"https://www.admin.ch/opc/fr/classified-compilation/20002658/201701010000/151.3.pdf",12,"2004-01-01",0
"151.31","Ordonnance du 19 novembre 2003 sur l’élimination des inégalités frappant les personnes handicapées (Ordonnance sur l’égalité pour les handicapés, OHand)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20031813/index.html","OHand","RO 2003 4501","2003-11-19","/opc/fr/classified-compilation/20031813/history.html","201601010000/151.31.pdf","2016-01-01",3,2,20031813,"https://www.admin.ch/opc/fr/classified-compilation/20031813/201601010000/151.31.pdf",12,"2004-01-01",0
"151.34","Ordonnance du 12 novembre 2003 sur les aménagements visant à assurer l’accès des personnes handicapées aux transports publics (OTHand)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20030080/index.html","OThand","RO 2003 4515","2003-11-12","/opc/fr/classified-compilation/20030080/history.html","201601010000/151.34.pdf","2016-01-01",3,2,20030080,"https://www.admin.ch/opc/fr/classified-compilation/20030080/201601010000/151.34.pdf",8,"2004-01-01",0
"151.342","Ordonnance du DETEC du 23 mars 2016 concernant les exigences techniques sur les aménagements visant à assurer l’accès des personnes handicapées aux transports publics (OETHand)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20152846/index.html","OETHand","RO 2016 1207","2016-03-23","/opc/fr/classified-compilation/20152846/history.html","201607010000/151.342.pdf","2016-07-01",1,0,20152846,"https://www.admin.ch/opc/fr/classified-compilation/20152846/201607010000/151.342.pdf",10,"2016-07-01",0
"152.1","Loi fédérale du 26 juin 1998 sur l’archivage (LAr)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/19994756/index.html","LAr","RO 1999 2243","1998-06-26","/opc/fr/classified-compilation/19994756/history.html","201305010000/152.1.pdf","2013-05-01",4,5,19994756,"https://www.admin.ch/opc/fr/classified-compilation/19994756/201305010000/152.1.pdf",8,"1999-10-01",0
"152.11","Ordonnance du 8 septembre 1999 relative à la loi fédérale sur l’archivage (Ordonnance sur l’archivage, OLAr)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/19994752/index.html","OLAr","RO 1999 2424","1999-09-08","/opc/fr/classified-compilation/19994752/history.html","201701010000/152.11.pdf","2017-01-01",19,24,19994752,"https://www.admin.ch/opc/fr/classified-compilation/19994752/201701010000/152.11.pdf",36,"1999-10-01",0
"152.12","Règlement du 17 janvier 2006 sur l’archivage au Tribunal pénal fédéral","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20060542/index.html","NA","RO 2006 1061","2006-01-17","/opc/fr/classified-compilation/20060542/history.html","200701010000/152.12.pdf","2007-01-01",2,1,20060542,"https://www.admin.ch/opc/fr/classified-compilation/20060542/200701010000/152.12.pdf",6,"2006-01-01",0
"152.13","Règlement du 9 décembre 2010 sur l’archivage au Tribunal administratif fédéral","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20110500/index.html","NA","RO 2011 1375","2010-12-09","/opc/fr/classified-compilation/20110500/history.html","201105010000/152.13.pdf","2011-05-01",1,0,20110500,"https://www.admin.ch/opc/fr/classified-compilation/20110500/201105010000/152.13.pdf",6,"2011-05-01",0
"152.21","Ordonnance du Tribunal fédéral du 27 septembre 1999 portant application de la loi fédérale sur l’archivage","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/19995460/index.html","NA","RO 1999 3009","1999-09-27","/opc/fr/classified-compilation/19995460/history.html","199910010000/152.21.pdf","1999-10-01",1,0,19995460,"https://www.admin.ch/opc/fr/classified-compilation/19995460/199910010000/152.21.pdf",6,"1999-10-01",0
"152.3","Loi fédérale du 17 décembre 2004 sur le principe de la transparence dans l’administration (Loi sur la transparence, LTrans)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20022540/index.html","LTrans","RO 2006 2319","2004-12-17","/opc/fr/classified-compilation/20022540/history.html","201408190000/152.3.pdf","2014-08-19",3,2,20022540,"https://www.admin.ch/opc/fr/classified-compilation/20022540/201408190000/152.3.pdf",10,"2006-07-01",0
"152.31","Ordonnance du 24 mai 2006 sur le principe de la transparence dans l’administration (Ordonnance sur la transparence, OTrans)","/opc/fr/classified-compilation/15.html","/opc/fr/classified-compilation/20051874/index.html","OTrans","RO 2006 2331","2006-05-24","/opc/fr/classified-compilation/20051874/history.html","201409010000/152.31.pdf","2014-09-01",3,2,20051874,"https://www.admin.ch/opc/fr/classified-compilation/20051874/201409010000/152.31.pdf",10,"2006-07-01",0
"161.1","Loi fédérale du 17 décembre 1976 sur les droits politiques (LDP)","/opc/fr/classified-compilation/16.html","/opc/fr/classified-compilation/19760323/index.html","LDP","RO 1978 688","1976-12-17","/opc/fr/classified-compilation/19760323/history.html","201511010000/161.1.pdf","2015-11-01",10,21,19760323,"https://www.admin.ch/opc/fr/classified-compilation/19760323/201511010000/161.1.pdf",38,"1978-07-01",0
"161.11","Ordonnance du 24 mai 1978 sur les droits politiques (ODP)","/opc/fr/classified-compilation/16.html","/opc/fr/classified-compilation/19780105/index.html","ODP","RO 1978 712","1978-05-24","/opc/fr/classified-compilation/19780105/history.html","201401150000/161.11.pdf","2014-01-15",8,17,19780105,"https://www.admin.ch/opc/fr/classified-compilation/19780105/201401150000/161.11.pdf",54,"1978-07-01",0
"161.116","Ordonnance de la ChF du 13 décembre 2013 sur le vote électronique (OVotE)","/opc/fr/classified-compilation/16.html","/opc/fr/classified-compilation/20132343/index.html","OVotE","RO 2013 5371","2013-12-13","/opc/fr/classified-compilation/20132343/history.html","201401150000/161.116.pdf","2014-01-15",1,0,20132343,"https://www.admin.ch/opc/fr/classified-compilation/20132343/201401150000/161.116.pdf",6,"2014-01-15",0
"161.13","Ordonnance du 28 août 2013 sur la répartition des sièges lors du renouvellement intégral du Conseil national","/opc/fr/classified-compilation/16.html","/opc/fr/classified-compilation/20131991/index.html","NA","RO 2013 2797","2013-08-28","/opc/fr/classified-compilation/20131991/history.html","201512010000/161.13.pdf","2015-12-01",2,0,20131991,"https://www.admin.ch/opc/fr/classified-compilation/20131991/201512010000/161.13.pdf",2,"2014-01-01",0
"161.15","Ordonnance de l’Assemblée fédérale du 13 décembre 2002 sur le registre des partis politiques","/opc/fr/classified-compilation/16.html","/opc/fr/classified-compilation/20021966/index.html","NA","RO 2002 4143","2002-12-13","/opc/fr/classified-compilation/20021966/history.html","200301010000/161.15.pdf","2003-01-01",1,0,20021966,"https://www.admin.ch/opc/fr/classified-compilation/20021966/200301010000/161.15.pdf",5,"2003-01-01",0
"170.32","Loi fédérale du 14 mars 1958 sur la responsabilité de la Confédération, des membres de ses autorités et de ses fonctionnaires (Loi sur la responsabilité, LRCF)","/opc/fr/classified-compilation/17.html","/opc/fr/classified-compilation/19580024/index.html","LRCF","RO 1958 1483","1958-03-14","/opc/fr/classified-compilation/19580024/history.html","201112050000/170.32.pdf","2011-12-05",7,18,19580024,"https://www.admin.ch/opc/fr/classified-compilation/19580024/201112050000/170.32.pdf",12,"1959-01-01",0
