"bill_id","CAP_majortopic","machine_learning_coded","proposal_id","bill_title","bill_title_de","bill_date","bill_legislature","bill_parl_decision_date","proposal_total_bills","bill_act_type_detail","bill_direct_democracy","bill_dd_type","bill_type_description","proposal_related_department","proposal_descriptors","rs_id","bill_ro","bill_ro_url","ff_input_id","ff_output_id","bill_ff_output","bill_ff_output_url","bill_proposal_url_manual","bill_ff_page_start","bill_ff_page_end","bill_navettes","bill_treatment_outcome","bill_coder_comments","bill_international","bill_eu","bill_eu_implementation","bill_eu_adaptation","bill_initiation_date","bill_initiation_actor_type","bill_priority_council","bill_treatment_category","bill_conciliation","bill_nc_vote_date","bill_nc_vote_yes","bill_nc_vote_no","bill_nc_vote_abs","bill_sc_vote_date","bill_sc_vote_yes","bill_sc_vote_no","bill_sc_vote_abs","bill_referendum_launched","bill_urgency_clause","bill_consultations_count","bill_preparl_steps_count","majortopic","intervention_id1","intervention_id2","intervention_id3","intervention_id4","intervention_id5","intervention_id6","intervention_id7","intervention_id8","intervention_id9","intervention_id10","consultation_id1","consultation_id2","consultation_id3","io_id1","io_id2","io_id3","io_id4"
"19870041-1",8,1,"19870041","Arrêté fédéral concernant la conclusion d'accords de coopération nucléaire avec l'Australie et la République populaire de Chine","Bundesbeschluss betreffend den Abschluss von nuklearen Zusammenarbeitsabkommen mit Australien und der Volksrepublik China","1987-05-20",42,"1988-06-22",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFAE","Aussenpolitik, internationales Uebereinkommen, Energie, Kernenergie, Atomenergie, Kernkraft, Atomkraft, AKW, KKW, Atomkraftwerk, Kernkraftwerk","","","","","","","","",14,14,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870043-1",16,0,"19870043","Code pénal militaire (CPM)","Militärstrafgesetz (MStG)","1987-05-27",42,"1990-10-05",2,12,"yes","optional","federal law","DDPS","Militär, Sicherheitspolitik, Recht, Militärstrafrecht, MO, MStG, Dienstverweigerer, Zivildienst, Militärstrafgesetz, Militärorganisation","321.0","","","","10106307","","","",22,24,0,"parl_adopted","motion Segmüller: 1984 M 82.058 
Pas trouvée dans la liste => JJ_note : il s'agit en fait d'une motion d'une commission du Conseil national, il est seulement indiqué que la motion a été proposée (pas déposée) par la conseillère nationale Segmüller, voir : https://www.parlament.ch/afs/data/f/gesch/1982/f_gesch_19820058_002.htm => JJ_OK


JC_AC (FMAJ)","none","none","none","missing","1983-04-19","parl_committee","CN/NC","","no","1990-10-05",93,43,NA,"1990-10-05",33,4,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
"19870043-2",16,0,"19870043","Loi fédérale sur l'organisation militaire (OM)","Bundesgesetz über die Militärorganisation (MO)","1987-05-27",42,"1990-10-05",2,12,"yes","optional","federal law","DDPS","Militär, Sicherheitspolitik, Recht, Militärstrafrecht, MO, MStG, Dienstverweigerer, Zivildienst, Militärstrafgesetz, Militärorganisation","510.10","","","","10106308","","","",25,25,0,"parl_adopted","motion Segmüller: 1984 M 82.058 
Pas trouvée dans la liste => JJ_note : il s'agit en fait d'une motion d'une commission du Conseil national, il est seulement indiqué que la motion a été proposée (pas déposée) par la conseillère nationale Segmüller, voir : https://www.parlament.ch/afs/data/f/gesch/1982/f_gesch_19820058_002.htm => JJ_OK

JC_AC (FMAJ)","none","none","none","missing","1983-04-19","parl_committee","CN/NC","","no","1990-10-05",107,10,NA,"1990-10-05",39,0,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
"19870044-1",NA,0,"19870044","Arrêté fédéral concernant l'initiative populaire ""pour la réduction de la durée du travail""","Bundesbeschluss über die Volksinitiative zur Herabsetzung der Arbeitszeit","1987-05-27",42,"1988-03-18",1,31,"yes","initiative","federal decree regarding a popular initiative","DEFR","Wirtschaft, Arbeit, Arbeitszeit, AZG, Arbeitszeitgesetz, Volksinitiative","","","","","10105385","","","",22,23,0,"parl_adopted","JC_OK","none","none","none","missing","1984-08-23","people","CE/SC","","no","1988-03-18",104,48,NA,"1988-03-18",35,4,0,"","none",1,1,"","","","","","","","","","","","1985-6","","","","","",""
"19870046-1",4,0,"19870046","Arrêté fédéral concernant les indemnités allouées par la Confédération à des personnes lésées par la catastrophe de Tchernobyl","Bundesbeschluss über Leistungen des Bundes an Geschädigte der Katastrophe von Tschernobyl","1987-06-15",42,"1987-12-18",1,12,"yes","optional","federal law","DEFR","Energie, Kernenergie, Atomenergie, Atomkraft, Kernkraft, KKW, AKW, Recht, Haftung, KHG, Europapolitik, UdSSR, Sowjetunion, Umwelt, Atomkraftwerk, Kernkraftwerk, Katastrophenhilfe, Umweltschutz Kernenergiehaftpflichtgesetz","914.3","","","","10105313","","","",12,14,1,"parl_adopted","","none","none","none","missing","1986-08-20","government","CE/SC","","no","1987-12-18",145,1,NA,"1987-12-18",40,0,0,"no","none",0,1,"","","","","","","","","","","","","","","","","",""
"19870047-1",20,1,"19870047","Arrêté fédéral concernant l'initiative ""pro vitesse 130/100""","Bundesbeschluss über die Volksinitiative ""pro Tempo 100/130""","1987-07-01",42,"1988-10-07",1,31,"yes","initiative","federal decree regarding a popular initiative","DFJP","Verkehr, Strassenverkehr, Geschwindigkeit, Böhi, Tempo 100/130, Volksinitiative, Höchstgeschwindigkeit, Tempolimite, Waldsterben, Wald, Luftreinhaltung, Luftverschmutzung, Umweltschutz, Umwelt, Forstwesen","","","","","10105584","","","",22,22,0,"parl_adopted","JC_OK","none","none","none","no_eu_law","1985-01-15","people","CE/SC","","no","1988-10-07",121,19,NA,"1988-10-07",32,3,0,"","none",0,0,"","","","","","","","","","","","","","","","","",""
"19870048-1",1,1,"19870048","Arrêté fédéral approuvant une convention de double imposition avec l'Egypte","Bundesbeschluss über ein Doppelbesteuerungsabkommen mit Aegypten","1987-08-12",42,"1988-03-17",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFF","Finanzen, Steuer, Doppelbesteuerung, Aussenpolitik, internationales Uebereinkommen, Ägypten","","","","","","","","",8,8,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870049-1",20,1,"19870049","Arrêté fédéral approuvant la Convention avec la France relative à la reconnaissance réciproque des poinçons officiels apposés sur les ouvrages en métaux précieux","Bundesbeschluss betreffend das Abkommen mit Frankreich über die gegenseitige Anerkennungder amtlichen Stempel auf Edelmetallwaren","1987-08-12",42,"1988-03-17",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFF","Internationales Uebereinkommen, Edelmetall, Aussenwirtschaft","","","","","","","","",7,7,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870051-1",4,1,"19870051","Arrêté fédéral concernant l'Accord européen sur les grandes routes de trafic international","Bundesbeschluss betreffend das Europäische Übereinkommen über die Hauptstrassen des internationalen Verkehrs","1987-08-12",42,"1988-03-01",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DETEC","Verkehr, Strassenverkehr, Europapolitik, internationales Uebereinkommen","","","","","","","","",12,12,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870052-1",1,0,"19870052","Arrêté fédéral concernant le budget de la Confédération suisse pour l'année 1988 et l'ouverture de crédits d'engagements
","Bundesbeschluss über den Voranschlag der Schweizerischen Eidgenossenschaft für das Jahr 1988 und die Bewilligung von Verpflichtungskrediten","1987-09-28",42,"1987-12-15",3,42,"no","none","simple federal decree regarding a funding decision","DFF","Finanzen, Finanzhaushalt","","","","","10105315","","","",75,75,0,"parl_adopted","JJ_OK","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870052-2",1,0,"19870052","Arrêté fédéral concernant le supplément I au budget pour 1988","Bundesbeschluss über den Nachtrag I zum Voranschlag 1988","1988-05-04",43,"1988-06-16",3,42,"no","none","simple federal decree regarding a funding decision","DFF","Finanzen, Finanzhaushalt","","","","","10105501","","","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90001483",9,9,0,"parl_adopted","Message
http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90001483
p. 9

JC_AC (FMAJ)

JJ_OK","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870052-3",1,0,"19870052","Arrêté fédéral concernant le supplément II du budget pour 1988
","Bundesbeschluss über den Nachtrag II zum Voranschlag 1988","1988-11-02",43,"1988-12-12",3,42,"no","none","simple federal decree regarding a funding decision","DFF","Finanzen, Finanzhaushalt","","","","","10105650","","","http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90001484",11,11,0,"parl_adopted","Lien Curia Vista : 
https://www.parlament.ch/afs/data/f/gesch/1987/f_gesch_19870052_620.htm

Message
http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=90001484
p. 11



JC_AC (FMAJ)","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870053-1",NA,0,"19870053","Arrêté fédéral approuvant le rapport de gestion et le compte de la Régie fédérale des alcools pour l'exercice 1986/87","Bundesbeschluss über die Genehmigung des Geschäftsberichtes und der Rechnung der Eidgenössischen Alkoholverwaltung für das Geschäftsjahr 1986/87","1987-09-09",42,"1987-12-15",1,43,"no","none","other simple federal decree","DFF","Finanzen, Gesundheit, Alkohol, Alkoholismus, Alkoholverwaltung, Finanzhaushalt","","","","","10105317","","","",NA,NA,0,"parl_adopted","Pas trouvé le message

JC_COMPTE","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870054-1",18,0,"19870054","Arrêté fédéral concernant la construction d'un bureau de douane autoroutier à Bardonnex GE","Bundesbeschluss über den Neubau einer Autobahn-Zollanlage in Bardonnex GE","1987-08-26",42,"1988-03-16",1,42,"no","none","simple federal decree regarding a funding decision","DFF","Bauten, Wirtschaft, Zoll","","","","","10105394","","","",14,14,0,"parl_adopted","","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870055-1",9,0,"19870055","Loi sur la nationalité","Bürgerrechtsgesetz. Änderung","1987-08-26",42,"1990-03-23",1,12,"yes","optional","federal law","DFJP","Staatspolitik, Bürgerrecht, Recht, Eherecht, Gleichstellungspolitik, Mann, Frau, Ehe, Doppelbürgerschaft, Einbürgerung, Frauenfragen, Gleichstellung, Kultur, Staatsangehörigkeit, Staatsbürgerrecht, Staatsbürgerschaft, Nationalität","141.0","","","","10106114","","","",44,52,1,"parl_adopted","JC_OK","none","none","none","missing","1983-12-04","government","CE/SC","","no","1990-03-23",108,3,NA,"1990-03-23",38,0,0,"no","none",1,1,"","","","","","","","","","","","1986-8","","","","","",""
"19870056-1",1,0,"19870056","Arrêté fédéral concernant le budget financier de l'Entreprise des PTT pour l'année 1988","Arrêté fédéral concernant le budget financier de l'Entreprise des PTT pour l'année 1988","1987-10-21",42,"1987-12-05",3,42,"no","none","simple federal decree regarding a funding decision","DETEC","Finanzen, Post, PTT, Medien, Kommunikation","","","","","10105321","","","",NA,NA,0,"parl_adopted","Doublon dans titre avec 19860056-3 
Ici, ID=87.056 mais parl_date identique
=> JJ_note : doublon était 19860056-3, corrigé. => JJ_OK

JC_COMPTE

JJ_OK","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870056-2",1,0,"19870056","Arrêté fédéral concernant le supplément I au budget financier de l'Entreprise des PTT pour 1988
","Arrêté fédéral concernant le supplément I au budget financier de l'Entreprise des PTT pour 1988","1988-04-13",43,"1988-06-22",3,42,"no","none","simple federal decree regarding a funding decision","DETEC","Finanzen, Post, PTT, Medien, Kommunikation","","","","","10105506","","","",NA,NA,0,"parl_adopted","EFD

JC_COMPTE

JJ_OK","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870056-3",1,0,"19870056","Arrêté fédéral concernant le supplément II au budget financier de l'Entreprise des PTT pour 1988

","Bundesbeschluss über den Nachtrag II zum Finanzvoranschlag der PTT-Betriebe für das Jahr 1988","1988-10-26",43,"1988-12-05",3,42,"no","none","simple federal decree regarding a funding decision","DETEC","Finanzen, Post, PTT, Medien, Kommunikation","","","","","10105653","","","",NA,NA,0,"parl_adopted","EFD

JC_COMPTE

JJ_OK","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870057-1",1,1,"19870057","Arrêté fédéral concernant le budget des Chemins de fer fédéraux pour 1988","Bundesbeschluss über den Voranschlag der Schweizerischen Bundesbahnen für das Jahr 1988","1987-10-28",42,"1987-12-15",1,43,"no","none","other simple federal decree","DETEC","Finanzen, Finanzhaushalt, Verkehr, Schienenverkehr, Eisenbahn","","","","","10105319","","","",31,31,0,"parl_adopted","","","","","","","","CN/NC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870058-1",1,1,"19870058","Arrêté fédéral relatif à la Convention de la Commission Internationale de l'Etat Civil (CIEC) tendant à réduire le nombre des cas d'apatridie","Bundesbeschluss betreffend das Übereinkommen der Internationalen Kommission für das Zivilstandswesen (CIEC) zur Verringerung der Fälle von Staatenlosigkeit","1987-08-26",42,"1989-09-26",1,41,"no","none","simple federal decree approving an international agreement (not submitted to referendum regarding international treaties)","DFJP","Aussenpolitik, internationales Uebereinkommen, CIEC, Staatspolitik, Bürgerrecht, Staatenlosigkeit, Staatenloser, Ausländerfragen, Staatsangehörigkeit, Staatsbürgerrecht, Staatsbürgerschaft, Nationalität, Ausländer","","","","","","","","",4,4,0,"parl_adopted","pas de ff_output

JC_AC","","","","","","","CE/SC","","no","",NA,NA,NA,"",NA,NA,NA,"","",NA,0,"","","","","","","","","","","","","","","","","",""
"19870059-1",16,0,"19870059","Arrêté fédéral concernant la Convention sur l'interdiction d'utiliser des techniques de modification de l'environnement à des fins militaires ou d'autres fins hostiles (Convention sur la guerre de l'environnement)","Umweltkriegsübereinkommen","1987-09-16",42,"1988-03-18",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFAE","Aussenpolitik, internationales Uebereinkommen, Militär, Sicherheitspolitik","","","","","10105389","","","",8,8,0,"parl_adopted","","agreement","none","none","missing","1977-05-18","international","CE/SC","","no","1988-03-18",135,0,NA,"1988-03-18",41,0,0,"no","none",0,0,"","","","","","","","","","","","","","","A3375","","",""
"19870060-1",19,0,"19870060","Arrêté  fédéral relatif aux Protocoles de signature facultative à la Convention de Vienne sur, respectivement, les relations diplomatiques et les relations consulaires, concernant l'acquisition de la nationalité","Bundesbeschluss betreffend die Fakultativ-Protokolle über den Erwerb der Staatsangehörigkeit zum Wiener Übereinkommen über diplomatische Beziehungen sowie zum Wiener Übereinkommen über konsularische Beziehungen","1987-09-16",42,"1990-03-23",1,34,"yes","optional","federal decree regarding an international agreement (submitted to the optional referendum)","DFJP","Aussenpolitik, internationales Uebereinkommen, Wien, Staatspolitik, Staatsangehörigkeit, Bürgerrecht, Staatsbürgerrecht, Nationalität, Staatsbürgerschaft","0.191.012","","","","10106119","","","",5,5,0,"parl_adopted","JC_OK","agreement","none","none","missing","1987-08-26","government","CE/SC","","no","1990-03-23",145,0,NA,"1990-03-23",40,0,0,"no","none",0,0,"","","","","","","","","","","","","","","A3375","","",""
"19870061-1",17,0,"19870061","Loi fédérale sur la radio et la télévision","Bundesgesetz über Radio und Fernsehen (RTVG)","1987-09-28",42,"1991-06-21",1,12,"yes","optional","federal law","DETEC","Medien, Kommunikation, TV, Radio, Fernsehen, Phonothek, Videothek, Recht, Strafrecht, Militärstrafrecht, Berufsgeheimnis, StGB, MStG Zeugnispflicht, Kultur, Journalist, Konzession, Fernsehkonzession, Radiokonzession, Militärstrafgesetz, Strafgesetzbuch, Militär, Video, Sicherheitspolitik","784.40","","","","10106608","","","",67,90,2.5,"parl_adopted","","none","none","none","missing","1984-12-02","government","CN/NC","III","no","1991-06-21",106,9,NA,"1991-06-21",35,2,0,"no","none",1,2,"","","","","","","","","","","","1986-9","","","","","",""
"19870063-1",20,0,"19870063","Statut des fonctionnaires","Beamtengesetz ","1987-10-21",42,"1988-06-23",3,12,"yes","optional","federal law","DFF","Staatspolitik, Bundespersonal, Finanzen, Herbstzulage, Inflation, Teuerungszulage, Teuerungsausgleich, BtG, Beamtengesetz, Teuerung","172.221.10","","","","","","","",38,39,0,"parl_adopted","Pas de ff_output

JJ_note : lien message ici (même si no message pas le bon) : 
http://www.amtsdruckschriften.bar.admin.ch/viewOrigDoc.do?id=10105301

JC_AC (FMAJ)

JJ_OK","none","none","none","missing","1986-06-30","government","CN/NC","","no","1988-06-23",138,0,NA,"1988-06-23",35,0,0,"no","none",0,0,"","","","","","","","","","","","","","","","","",""
