"consultation_date_end","consultation_date_start","consultation_department","consultation_id","consultation_title"
"2000-07-31","NA","","2000-21","Loi fédérale sur l<U+0092>impôt fédéral direct (LIFD) (Réforme de l<U+0092>imposition des couples et de la famille)"
"2000-07-14","NA","","2000-20","Loi fédérale sur l<U+0092>impôt fédéral direct (LIFD) (Imposition de la valeur locative / changement de système)"
"2000-06-15","NA","","2000-23","Loi sur l<U+0092>énergie nucléaire (LENu)"
"1998-01-31","NA","","1997-14","Loi fédérale sur le Tribunal fédéral"
"2001-03-31","NA","","2001-6","Loi fédérale sur la signature électronique (LFSél)"
"1999-02-28","NA","","1998-11","Convention des droits de l'Homme et la biomédecine et Protocole additionnel portant interdiction du clonage d'êtres humains"
"2000-02-29","NA","","1999-5","Loi fédérale sur la transplantation"
"2001-07-31","NA","","2001-31","Loi sur le service civil"
"2001-07-31","NA","","2001-20","Projet Protection de la population: Plan directeur et loi fédérale"
"2000-10-30","NA","","2000-13","Loi fédéral sur le partage des valeurs confisquées (sharing)"
"2000-12-31","NA","","2000-30","Loi sur les cartels (LCart)"
"1996-06-30","NA","","1996-10","Nouvelle péréquation financière"
"1999-11-30","NA","","1999-16","Nouvelle péréquation financière entre la Confédération et les cantons (NPF)"
"2001-05-15","NA","","2001-8","Révision de la législation sur la naturalisation"
"2001-01-31","NA","","2000-6","Loi fédérale sur le transfert international de biens culturels (Loi sur le transfert de biens culturels, LTBC)"
"1993-12-31","NA","","1993-3","Loi fédéral sur le commerce, l'importation et l'exportation de biens culturels"
"2001-09-30","NA","","2001-1","Loi fédérale et ordonnance sur les droits politiques"
"1999-03-31","NA","","1998-14","Réforme de la direction de l'Etat"
"1999-10-31","NA","","1999-7","Droit de la société à responsabilité limitée (Sàrl)"
"2003-10-10","2003-07-07","DFF","2003-23","Simplification du rappel d'impôt en cas de succession et introduction de la dénonciation spontanée"
"2001-01-15","NA","","2000-28","Mesures de lutte contre le travail au noir"
"2001-09-30","NA","","2001-3","Loi sur les EPF"
"2001-08-31","NA","","2001-30","Loi sur la promotion du logement"
"2000-11-10","NA","","2000-15","Loi fédérale sur les étrangers (loi sur les étrangers; LEtr)"
"2001-08-31","NA","","2001-2","Coopération transfrontalière des collectivités ou autorités territoriales"
"2001-04-30","NA","","2001-25","Paquet de mesures destinées à renforcer la compétitivité de la Poste et de Swisscom SA"
"2002-01-10","NA","","2001-32","Politique agricole 2007 (PA 2007)"
"2001-12-31","NA","","2001-33","Loi fédérale sur la protection des animaux"
"2001-12-31","NA","","2001-15","Loi fédérale sur le traitement des données relevant des domaines des étrangers et de l<U+0092>asile au moyen d<U+0092>un système d<U+0092>information"
"2001-07-15","NA","","2001-23","Loi sur la Banque nationale (LBN)"
"2001-09-20","NA","","2001-11","Loi sur l'asile, révision partielle"
"1999-03-31","NA","","1998-12","Loi fédérale sur l'analyse génétique humaine"
"2002-05-24","2002-03-27","DETEC","2002-7","Projet de révision partielle de l'ordonnance sur la Poste (OPO). Prix préférentiels applicables au transport de journaux et de périodiques."
"2002-04-15","NA","","2002-14","Encouragement du tourisme par la Confédération"
"2002-08-30","2002-05-22","DFI","2002-1","Loi fédérale relative à la recherche sur les embryons surnuméraires et sur les cellules souches embryonnaires (Loi relative à la recherche sur les embryons, LRE)"
"2001-05-31","NA","","2001-22","Assainissement et liquidation de banques"
"2002-02-28","NA","","2001-16","Loi sur le partenariat enregistré entre personnes de même sexe"
"2001-04-30","NA","","2000-25","Loi sur la radio et la télévision (LRTV)"
"2009-05-08","2009-01-28","DFJP","2009-22","Révision de la loi sur la poursuite pour dettes et la faillite (LP) : procédure d’assainissement "
"2005-07-15","2005-06-07","DETEC","2005-39","02.468 Initiative parlementaire Conseil national (groupe C), Modification de la loi sur l'organisation de la Poste"
"2008-03-10","2007-11-30","DETEC","2007-80","02.473 n Iv.pa. Hegetschweiler. La commission met en consultation un avant-projet destiné à promouvoir les mesures d<U+0092>économie d<U+0092>énergie dans le bâtiment"
"2000-08-11","NA","","2000-9","Loi fédérale sur la transparence de l'administration (Loi sur la transparence)"
"2002-01-31","NA","","2001-14","Loi fédérale sur la protection des données et Protocole additionnel à la STE 108 (Révision partielle)"
"1998-12-31","NA","","1998-10","Droit de surveillance des entreprises d'assurance privées et loi fédérale sur le contrat d'assurance"
"2002-10-03","2002-07-03","DFJP","2002-3","Révision de la loi fédérale sur l'acquisition d'immeubles par des personnes à l'étranger"
"2003-07-04","2003-05-21","DFI","2003-5","Mesures destinées à résorber les découverts dans la prévoyance professionnelle"
"2003-04-30","2003-01-17","ChF","2003-1","Révision totale de la loi fédérale sur les receuils de lois et la Feuille fédérale (loi sur les publications officielles)"
"2002-10-15","NA","","2002-11","Modification de la loi sur les télécommunications et de ses ordonnances d'exécution"
"2003-03-28","NA","","2002-16","Révision partielle de la Loi fédérale sur les hautes écoles spécialisées (LHES)"
"2001-07-31","NA","","2001-21","Loi sur les douanes"
"2007-10-10","2007-07-03","DFJP","2007-43","03.428 Initiative parlementaire. Nom et droit de cité des époux. Egalité"
"2005-03-11","2004-12-31","DFJP","2004-25","Initiative parlementaire (03.454 é. Loi sur la nationalité. Modification)"
"2003-04-30","2003-01-22","ChF","2003-2","Nouvelles dispositions réglant la procédure de consultation (Révision partielle LOGA)"
"2004-04-27","2004-04-13","DFI","2004-6","Révision de l'Assurance-maladie: projets des lois 1"
"2004-07-12","2004-05-12","DFI","2004-8","Révision de l'Assurance-maladie: projets des lois 2"
"2003-12-15","2003-09-15","DETEC","2003-28","Raccordement de la Suisse orientale et occidentale au réseau ferroviaire européen à grande vitesse (raccordement aux LGV)"
"2004-02-29","2003-12-05","DFJP","2003-16","Modification du Code des obligations (Transparence des indemnités versées aux membres du conseil d'administration et de la direction)"
"2002-04-30","NA","","2001-17","Brevetabilité des inventions biotechnologiques: davantage de transparence (révision de la loi sur les brevets)"
"2004-09-17","2004-06-30","DFAE","2004-4","Accords bilatéraux II"
"2004-03-31","2003-11-24","DFE","2003-34","Loi fédérale sur l'assurance suisse contre les risques à l'exportation (LARE)"
"2004-09-17","2004-07-02","DFJP","2004-19","Protocole additionnel concernant l'extension à l'accord sur la libre circulation des personnes aux nouveaux Etats membres de l'UE"
"2004-09-17","2004-06-30","DFE","2004-53","Mesures d'accompagnement à l'Accord sur la libre circulation des personnes "
"2004-04-30","NA","DFF","2003-26","Loi sur les bourses: révision des dispositions concernant l'assistance administrative"
"2003-11-30","2003-08-20","DFJP","2003-13","Adhésion de la Convention pénale du Conseil de l'Europe sur la corruption ainsi qu'au protocole additionnel y relatif et modification du Code pénal et de la Loi fédérale contre la concurrence deloyale"
"2004-02-15","2003-11-04","DFE","2003-33","Modification de la Loi sur le travail: Abaissement de l'âge de protection à 18 ans"
"2003-05-30","2003-03-14","DFF","2003-21","Imposition des options de collaborateurs "
"2004-07-09","2004-04-02","DFE","2004-50","Nouvelle loi fédérale concernant la promotion de l<U+0092>information sur la place économique suisse"
"2004-06-30","2004-03-23","DFE","2004-49","Révision de la loi fédérale sur le marché intérieur"
"2004-04-30","2004-01-28","ChF","2004-1","Révision partielle de la loi sur l'organisation du gouvernement et de l'administration (LOGA): Approbation du droit cantonal, information à propos des conventions passées par des cantons entre eux ou avec l'étranger"
"2004-09-30","2004-07-05","DETEC","2004-41","Loi fédérale sur l'approvisionnement en électricité et révision partielle de la loi sur l'électricité"
"2006-08-04","2006-06-06","DETEC","2006-65","Ordonnance sur les installations à câbles relative à la nouvelle loi sur les installations à câbles"
"2004-09-15","2004-06-30","DETEC","2004-39","Modification et abrogation d'actes législatifs dans le domaine de la protection des eaux"
"2009-02-02","2008-11-07","DFE","2008-75","Loi fédérale sur le prix réglementé du livre (Loi sur le prix du livre, LPLiv)"
"2011-05-31","2011-02-28","DFI","2011-14","04.439 Initiative parlementaire. Loi sur les stupéfiants. Révision"
"2007-04-23","2007-01-19","DFJP","2007-41","04.444 Initiative parlementaire. Modification du Code civil relatif au délai de réflexion dans la procédure de divorce sur requête commune"
"2007-06-15","2007-03-07","DFF","2007-56","Traitement fiscal des frais de remise en état d<U+0092>un immeuble (Ivpa 04.457)"
"2006-06-30","2006-04-11","ChF","2006-2","Initiative parlementaire « Engagement du Conseil fédéral lors des votations fédérales » Avant-projet et rapport de la Commission des institutions politiques du Conseil national."
"2012-03-05","2011-12-05","DETEC","2011-78","04.472 Iv. pa. Garde de chevaux en zone agricole (Darbellay)"
"2007-01-09","2006-10-04","DFE","2006-83","04.476 Initiative parlementaire «Protection de la population et de l<U+0092>économie contre le tabagisme passif»"
"2004-09-24","2004-06-24","DFI","2004-10","Assurance maladie: Financement des soins"
"2003-01-15","NA","","2002-12","Parcs naturels et parcs paysage d'importance nationale. Révision partielle de la loi fédérale sur la protection de la nature et du paysage (LPN)."
"2004-04-30","2003-12-19","DETEC","2003-30","Réforme des chemins de fer 2"
"2004-02-01","2003-10-15","DFAE","2003-3","Ratification du Protocole facultatif à la Convention relative aux droits de l'enfant, concernant la vente d'enfants, la prostitution des enfants et la pornographie des enfants"
"2004-12-31","2004-10-05","DFI","2004-11","Assainissement de l'AI: la 5e révision de l'AI, le financement additionnel de l'AI et la simplification de la procédure de l'AI"
"2004-10-31","2004-07-01","DFJP","2004-18","Révision de la loi sur les brevets "
"2005-01-20","2004-10-20","DETEC","2004-42","Réduction des émissions de CO2"
"2004-04-30","2003-12-15","DFF","2003-25","Deuxième réforme de l'imposition des sociétés"
"2004-12-15","2004-09-15","DFJP","2004-20","Rapport et avant-projet du Code pénal suisse dans sa teneur du 13.12.2002 concernant la mise en ouevre de l'article 123a Cst. sur l'internement à vie pour les délinquants jugés très dangereux (initiative sur l'internement)"
"2003-05-31","2003-02-12","DFJP","2003-9","Loi fédérale instituant des mesures contre le racisme, le hooliganisme et la propagande incitant à la violence"
"2005-06-24","2005-04-05","DFJP","2005-17","Loi fédérale instituant des mesures contre la propagande incitant à la violence et contre la violence lors de manifestations sportives"
"2005-02-15","2004-09-24","DFF","2004-32","Réforme de la péréquation et de la répartition des tâches RPT"
"2004-05-15","2004-01-14","DFF","2004-29","Révision totale de la loi sur les fonds de placement"
"2004-03-31","2003-12-15","DFJP","2003-18","Convention de l'ONU contre la criminalité transnationale organisée et protocoles additionnels visant à réprimer la traite des personnes et à lutter contre le trafic illicite des migrants"
"2005-06-30","2005-03-11","DFJP","2005-16","Modification de la loi fédérale sur la libre circulation des avocats (loi sur les avocats, LLCA)"
"2003-04-10","2003-01-14","DFJP","2002-6","Révision totale de la Loi fédérale sur l'aide aux victimes d'infractions (LAVI), avant-projet de la commission d'experts"
"2003-04-30","2003-01-22","DFI","2003-4","Loi fédérale sur l'harmonisation des registres des habitants et d'autres registres officiels de personnes"
"2004-07-23","2004-06-08","DFI","2004-9","Loi fédérale sur les identificateurs sectoriels de personne (loi SPIN)"
"2004-08-31","2004-04-28","DFE","2004-52","Loi fédérale sur la politique régionale"
"2005-08-02","2005-04-27","DETEC","2005-41","Révision partielle de la loi sur l'aménagement du territoire"
"2005-07-15","2005-04-13","DETEC","2005-40","Fonds pour le trafic d'agglomération et le réseau des routes nationales (Fonds d'infrastructure)"
"2005-01-31","2004-10-20","DFJP","2004-22","Arrêté fédéral portant approbation de la Convention de la Haye relative à la loi applicable au trust et à sa reconnaissance"
"2002-02-28","NA","","2001-13","Code de procédure pénale"
"2009-06-22","2009-03-16","DFJP","2009-45","05.404 Initiative parlementaire. Réprimer explicitement les mutilations sexuelles commises en Suisse et commises à l'étranger par quiconque se trouve en Suisse "
"2005-09-02","NA","DFE","2005-56","Examen et renforcement du cautionnement des arts et métiers"
"2007-10-15","2007-07-02","DFJP","2007-42","05.463 Initiative parlementaire. Empêcher les mariages fictifs"
"2002-12-20","2002-09-20","DFJP","2002-4","Révision de la loi fédérale sur les armes, les accessoires d'armes et les munitions (Loi sur les armes, LArm)"
"2003-11-14","NA","DFJP","2003-20","Révision de la loi sur les armes (LArm)NA"
"2005-02-28","2004-12-07","DFJP","2004-23","Loi fédérale sur l<U+0092>usage de la contrainte policière dans les domaines du droit des étrangers et des transports ordonnés par une autorité fédérale (loi sur l<U+0092>usage de la contrainte, LUsC)"
"2005-01-31","2004-10-01","DFJP","2004-21","Modification de la loi fédérale sur le droit d'auteur et les droits voisins"
"2005-10-30","2005-06-23","DFJP","2005-18","Modification de la loi fédérale sur la procédure pénale: Indemnisation des frais extraordinaires engagés par des organes cantonaux lors de leur activité en qualité de police judiciaire de la Confédération"
"2005-01-21","2004-10-21","DFF","2004-34","Modification de la loi sur l'imposition des huiles minérales"
"2005-12-31","2005-09-23","DFF","2005-34","Mesures immédiates portant sur l'imposition des couples mariés"
"2005-12-16","2005-09-14","DFF","2005-58","Evolution future de la politique agricole (Politique agricole 2011)"
"2005-06-15","2005-03-04","DFJP","2005-15","Loi fédérale sur les systèmes d'information de police de la Confédération (LSIP)"
"2005-02-28","2004-11-30","ChF","2004-2","Loi fédérale sur l<U+0092>introduction de l<U+0092>initiative populaire fédérale et révision de la législation fédérale sur les droits politiques"
"2000-03-31","NA","","1999-22","Loi fédérale sur les ouvrages d'accumulation"
"2001-12-20","NA","","2001-27","Loi fédérale sur le contrôle de la sécurité technique (LCST), Loi fédérale sur les ouvrages d'accumulation (LOA)"
